"Indique ton âge","Indique le canton dans lequel tu habites","Indique ton sexe à la naissance","Indique ton niveau de pratique ou de compétition","Indique le sport principal que tu pratiques","As-tu arrêté de pratiquer un ou plusieurs sports pour te concentrer sur ton sport principal ?","Participes-tu à des entrainements intensifs et des compétitions plus de 8 mois par an ?","As-tu commencé ton sport principal avant l'âge de 12 ans ?","MPhyique_parents_Normalite","MPhysique_parent_neccesite_perf","Mphysique_parent_faisantpartie","Mphysique_parent_demotivation","Mphysique_parent_moinsperforme","Mphysique_parent_perteconfiance","Mphysique_parent_imageneg","Mphysique_parent_peur","Mphysique_parent_colere","Mphysique_parent_triste","Mphysique_parent_stress","Mphysique_parent_tafaute","Mphysique_parent_humiliation","Mpsy_parent_demotiver","Mpsy_parent_moinsperf (2)","Mpsy_parent_perduconfiance (2)","Mpsy_parent_imagecorps (2)","Mpsy_parent_peur","Mpsy_parent_colere","Mpsy_parent_triste","Mpsy_parent_stress","Mpsy_parent_tafaute","Mpsy_parent_humiliation","Mpsy_parent_demotiver (2)","Mpsy_parent_moinsperf (3)","Mpsy_parent_imageneg","Mpsy_parent_tafaute (3)","Mpsy_parent_humiliation (3)","Mpsy_parent_demotivesport","Mpsy_parent_moinsperf (4)","Mpsy_parent_perduconfiance (3)","Mpsy_parent_imagecorps (3)","Mpsy_parent_peur (3)","Mpsy_parent_colere (3)","Mpsy_parent_triste (4)","Mpsy_parent_stress (3)","Mpsy_parent_tafaute (4)","Mpsy_parent_humiliation (4)","msex_paire_photo_intime_item4","Msex_pair_humiliation","msex_paire_attouchement_item5","Msex_paire_demotive","Msex_paire_imageneg","Msex_paire_tafaute","Msex_paire_humiliation","Msex_paire_embrasser_item6","msex_paire_frotter_partie_intime_item7","msex_paire_demotiver","msex_paire_perteconfiance","msex_paire_imageneg","msex_paire_tafaute","msex_paire_humiliation","Msex_paire_avec_sans_penetration_non_consentie_item8","msex_paire_faisantpartie","msex_paire_demotiver (2)","msex_paire_erduconfiance","msex_paire_imageneg (2)","msex_paire_tafaute (2)","msex_paire_humiliation (2)","Msex_adulte_exhibition_partie_intime_item2","Msex_adulte_faisant partie","Msex_adulte_demotiver","Msex_adulte_perteconfiance","Msex_adulte_imageneg","Msex_adulte_tafaute","Msex_adulte_humiliation","msex_adulte_photo_partie_intime_item3","Msex_adulte_faisantpartie","Msex_adulte_demotiver (2)","Msex_adulte_perduconfaince","Msex_adulte_imageneg (2)","Msex_adulte_tafaute (2)","Msex_adulte_humiliation (2)","msex_adulte_force_a_toucher_item3","msex_adulte_faisantpartie","msex_adulte_demotiver","msex_adulte_perduconfiance","msex_adulte_imageneg","msex_adulte_tafaute","msex_adulte_humiliation","Msex_adulte_tentation_relation_sex_item7","Msex_adulte_faisantpartie (2)","Msex_adulte_démotiver","Msex_adulte_perduconfiance","Msex_adulte_imageneg (3)","Msex_adulte_tafaute (3)","Msex_adulte_humiliation (3)","“Msex_adulte_forcer_relation_sex_avec_sans_pene_item8","Msex_adulte_faisantpartie (3)","Msex_adulte_demotiver (3)","Msex_adulte_perduconfiance (2)","Msex_adulte_imageneg (4)","Msex_adulte_tafaute (4)","Msex_adulte_humiliation (4)","Neg_parent_laisser_entrainer_blesser_item1","Neg_parent_perduconfiance","Neg_parent_imagecorps","Neg_parent_peur","Neg_parent_colere","Neg_parent_triste","Neg_parent_stress","Neg_parent_tafaute","Neg_parent_humiliation","Neg_parent_arret_ecole_item4","Neg_parent_moinsperf","Neg_parent_perduconfiance (2)","Neg_parent_imagecorps (2)","Neg_parent_peur (2)","Neg_parent_colere (2)","Neg_parent_triste (2)","Neg_parent_stress(3)","Neg_parent_tafaute (2)","Neg_parent_humiliation (2)","neg_parent_laisser_humilier_autrui_item5","neg_parent_normalite","neg_parent_neccessaire","neg_parent_faisantpartie","neg_parent_perduconfiance","neg_parent_imagecorps","neg_parent_peur","neg_parent_colere","neg_parent_triste","neg_parent_stress","neg_parent_tafaute","Veuillez entrer votre identifiant ci-dessous avant de commencer ce questionnaire. Pour rappel votre identifiant doit comporter les conditions suivantes : -1ère lettre du prénom de votre mère (ex : Marie)-1ère lettre du prénom de votre père (ex : Pascal)-1ère lettre de votre nom de famille (ex : Dupont)-4 derniers chiffres de votre numéro de téléphone (ex : 45 67)"
"26 ans","Vaud","Un garçon","National","Football américain","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 fois",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"26 ans","Fribourg","Une fille","Régional (cantonal)","Krav maga","Non","Non","Non",,,,"0",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais","Pas du tout","Moyennement","Fortement","Fortement","Fortement","Moyennement","Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"21 ans","Genève","Une fille","International","Gymnastique acrobatique","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"27 ans","Genève","Un garçon","Régional (cantonal)","Football","Oui","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"22 ans","Genève","Une fille","National","Crossfit","Oui","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"25 ans","Neuchâtel","Une fille","Inter-régional (inter-cantonal)","Course à pied","Oui","Oui","Oui",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,"1",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"19 ans","Genève","Un garçon","International","Ski alpinisme","Non","Oui","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"26 ans","Genève","Un garçon","Inter-régional (inter-cantonal)","Basketball","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"29 ans","Vaud","Une fille","International","Course à pied","Non","Non","Non",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"21 ans","Vaud","Une fille","National","Natation artistique ( synchronisée)","Oui","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"Plus de 30 ans","Vaud","Un garçon","International","Rugby","Oui","Oui","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Vaud","Une fille","Autre","Pole dance","Oui","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"26 ans","Vaud","Un garçon","National","Rugby","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Fribourg","Un garçon","National","Basket","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"23 ans","Berne","Une fille","Autre","Danse contemporaine (et aussi de la danse classique)","Oui","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"20 ans","Berne","Une fille","Régional (cantonal)","Volleyball","Non","Oui","Non",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"26 ans","Vaud","Un garçon","Régional (cantonal)","Ski","Non","Non","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Vaud","Une fille","Inter-régional (inter-cantonal)","handball","Non","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"25 ans","Jura","Un garçon","Inter-régional (inter-cantonal)","Football","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"25 ans","Berne","Un garçon","National","Inline hockey","Non","Non","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Vaud","Une fille","National","Agrès","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"25 ans","Genève","Un garçon","Régional (cantonal)","Basket","Non","Oui","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"Plus de 30 ans","Berne","Une fille","International","La danse classique et contemporaine","Oui","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Moyennement","Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"17 ans","Berne","Une fille","National","Danse contemporaine 
Danse classique","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"1 fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"25 ans","Neuchâtel","Une fille","Autre","Danse contemporaine","Non","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"Plus de 30 ans","Valais","Une fille","Régional (cantonal)","équitation","Non","Non","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"21 ans","Schaffhouse","Une fille","International","Volleyball","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"27 ans","Genève","Un garçon","National","Gymnastique Agrès","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Vaud","Un garçon","Régional (cantonal)","Football","Non","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"25 ans","Genève","Une fille","National","Basket","Oui","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"26 ans","Genève","Un garçon","Régional (cantonal)","Badminton","Non","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"Plus de 30 ans","Genève","Une fille","National","Basket ball","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"23 ans","Berne","Une fille","Régional (cantonal)","Danse contemporaine","Non","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"Plus de 30 ans","Genève","Un garçon","Inter-régional (inter-cantonal)","Rugby","Oui","Oui","Oui",,,,"0",,,,,,,,,,"2",,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Souvent/régulièrement",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"26 ans","Genève","Un garçon","National","Badminton","Oui","Oui","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"27 ans","Valais","Un garçon","National","Escalade sportive","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"27 ans","Genève","Une fille","Régional (cantonal)","Volleyball","Non","Oui","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Vaud","Un garçon","Inter-régional (inter-cantonal)","Course à pied","Oui","Oui","Non",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"27 ans","Vaud","Une fille","Autre","Sport d’endurance et ski alpin","Non","Non","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"29 ans","Vaud","Une fille","National","Kin-Ball","Oui","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"20 ans","Vaud","Une fille","Régional (cantonal)","Tennis de table","Non","Non","Oui",,,,"0",,,,,,,,,,"2",,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais","Pas du tout","Moyennement","Fortement","Fortement","Moyennement","Moyennement","Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"26 ans","Genève","Une fille","Autre","Trail","Oui","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"27 ans","Fribourg","Une fille","Inter-régional (inter-cantonal)","Agrès","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"28 ans","Genève","Un garçon","Régional (cantonal)","Basket","Non","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"23 ans","Genève","Un garçon","Régional (cantonal)","Boxe anglaise","Non","Non","Non",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"25 ans","Genève","Une fille","International","Gymnastique acrobatique","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Genève","Une fille","National","Natation synchronisée","Oui","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Genève","Un garçon","Régional (cantonal)","Tennis","Non","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"25 ans","Genève","Une fille","National","Natation synchronisée","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"Plus de 30 ans","Genève","Une fille","International","Natation artistique","Non","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
